split,model,horizon,mae,wape,bias,n
holdout,seasonal_naive,22,0.0,,0.0,20
holdout,seasonal_naive,23,30.6,3.1875,30.6,20
holdout,seasonal_naive,24,40.35,0.8302469135802469,-27.35,20
holdout,seasonal_naive,25,25.2,0.5779816513761468,-1.9,20
holdout,seasonal_naive,26,111.9,1.880672268907563,61.7,20
holdout,seasonal_naive,27,75.55,1.7818396226415094,56.65,20
holdout,seasonal_naive,28,29.75,4.576923076923077,29.75,20
validation,ml,1,3.42174750661615,,3.42174750661615,40
validation,ml,2,22.37941338279139,1.1447270272527565,11.561274838899896,40
validation,ml,3,58.776228594900815,0.736083013085796,-25.719850491810234,40
validation,ml,4,43.49492432030591,1.1629658909172704,31.462075414155823,40
validation,ml,5,41.48296514205907,0.9876896462395017,24.56529879030808,40
validation,ml,6,42.349821222457834,0.6153261347251411,-1.3484817302611638,40
validation,ml,7,35.186640408146516,0.8402779798960361,10.700791722682942,40
validation,ml,8,3.42174750661615,,3.42174750661615,40
validation,ml,9,15.658759915084152,0.9251852239340711,14.186274838899896,40
validation,ml,10,32.33878962075097,0.7218479826060485,9.330109857550504,40
validation,ml,11,39.96207541415582,1.382770775576326,39.96207541415582,40
validation,ml,12,37.88107995988621,1.0135406009334103,29.190298790308077,40
validation,ml,13,148.4127912895031,0.9262773680106295,-92.74848173026116,40
validation,ml,14,47.55982234767697,1.0933292493718845,9.075791722682945,40
validation,ml,15,3.523599320122659,,3.523599320122659,40
validation,ml,16,23.546283400343317,1.1430234660360834,11.415892864904004,40
validation,ml,17,30.023441494747665,0.9966287633111258,26.080290893109236,40
validation,ml,18,57.58769876650531,2.1568426504309106,50.81688963972551,40
validation,ml,19,60.78380330152606,0.7706345901936743,-3.869763528277956,40
validation,ml,20,114.90997027072827,0.8827345517244345,-39.006895491605384,40
validation,ml,21,38.162493758798696,0.7028083565156298,6.868495311089729,40
validation,ml,22,3.6096922137078806,,3.6096922137078806,40
validation,ml,23,23.527429061501817,0.8291604955595354,4.4566187504842025,40
validation,ml,24,30.75182007134476,1.1463865823427684,30.1290516131162,40
validation,ml,25,46.44693484068591,1.0770303731173545,34.391889639725505,40
validation,ml,26,82.60051230875399,1.1091038913562135,0.5302364717220428,40
validation,ml,27,60.93952809382756,0.6928883239775732,3.2181045083946174,40
validation,ml,28,33.587885849511736,1.0033722434506867,27.711839399637512,40
validation,seasonal_naive,1,0.0,,0.0,40
validation,seasonal_naive,2,42.1,2.153452685421995,27.1,40
validation,seasonal_naive,3,69.525,0.8706950532247965,-51.375,40
validation,seasonal_naive,4,96.625,2.5835561497326203,81.825,40
validation,seasonal_naive,5,39.35,0.9369047619047619,-22.45,40
validation,seasonal_naive,6,57.4,0.8339992735197966,8.6,40
validation,seasonal_naive,7,43.4,1.036417910447761,2.7,40
validation,seasonal_naive,8,0.0,,0.0,40
validation,seasonal_naive,9,36.825,2.1757754800590843,29.725,40
validation,seasonal_naive,10,33.175,0.7405133928571429,-16.325,40
validation,seasonal_naive,11,94.475,3.269031141868512,90.325,40
validation,seasonal_naive,12,27.125,0.725752508361204,-17.825,40
validation,seasonal_naive,13,177.05,1.1050085816820097,-82.8,40
validation,seasonal_naive,14,49.875,1.146551724137931,1.075,40
validation,seasonal_naive,15,0.0,,0.0,40
validation,seasonal_naive,16,51.8,2.5145631067961167,26.05,40
validation,seasonal_naive,17,21.85,0.725311203319502,-1.65,40
validation,seasonal_naive,18,107.025,4.008426966292135,92.525,40
validation,seasonal_naive,19,69.025,0.8751188589540412,-59.325,40
validation,seasonal_naive,20,120.2,0.9233723833301325,-52.75,40
validation,seasonal_naive,21,54.375,1.0013812154696133,-9.725,40
validation,seasonal_naive,22,0.0,,0.0,40
validation,seasonal_naive,23,55.325,1.9497797356828195,18.275,40
validation,seasonal_naive,24,22.45,0.83690587138863,1.65,40
validation,seasonal_naive,25,103.0,2.3884057971014494,76.1,40
validation,seasonal_naive,26,69.025,0.9268210808996308,-54.925,40
validation,seasonal_naive,27,85.375,0.9707220011370097,-10.525,40
validation,seasonal_naive,28,36.0,1.075429424943988,11.1,40
