model,sku,shortage_penalty,initial_stock,order,lost_units,ending_stock,fill_rate,holding_cost,shortage_cost,total_cost
ml,84992,5.0,123.39285714285714,347,41.60714285714289,0.0,0.9187360491071428,23.378571428571426,208.03571428571445,231.41428571428588
ml,85099B,1.0,871.0714285714287,1194,0.0,268.07142857142867,1.0,287.33571428571435,0.0,287.33571428571435
ml,85099B,2.0,871.0714285714287,1194,0.0,268.07142857142867,1.0,287.33571428571435,0.0,287.33571428571435
ml,85099B,5.0,871.0714285714287,1194,0.0,268.07142857142867,1.0,287.33571428571435,0.0,287.33571428571435
ml,85123A,1.0,525.7142857142857,946,0.0,48.71428571428578,1.0,143.25714285714287,0.0,143.25714285714287
ml,85123A,2.0,525.7142857142857,946,0.0,48.71428571428578,1.0,143.25714285714287,0.0,143.25714285714287
ml,85123A,5.0,525.7142857142857,946,0.0,48.71428571428578,1.0,143.25714285714287,0.0,143.25714285714287
ml,85220,1.0,0.0,6,0.0,6.0,1.0,2.1000000000000005,0.0,2.1000000000000005
ml,85220,2.0,0.0,6,0.0,6.0,1.0,2.1000000000000005,0.0,2.1000000000000005
ml,85220,5.0,0.0,6,0.0,6.0,1.0,2.1000000000000005,0.0,2.1000000000000005
seasonal_naive,16044,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,16044,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,16044,5.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,20756,1.0,1.6071428571428572,6,1.3928571428571428,2.0,0.8010204081632654,1.180357142857143,1.3928571428571428,2.573214285714286
seasonal_naive,20756,2.0,1.6071428571428572,6,1.3928571428571428,2.0,0.8010204081632654,1.180357142857143,2.7857142857142856,3.9660714285714285
seasonal_naive,20756,5.0,1.6071428571428572,6,1.3928571428571428,2.0,0.8010204081632654,1.180357142857143,6.9642857142857135,8.144642857142857
seasonal_naive,20759,1.0,1.0714285714285714,3,16.92857142857143,1.0,0.15357142857142855,0.9035714285714288,16.92857142857143,17.83214285714286
seasonal_naive,20759,2.0,1.0714285714285714,3,16.92857142857143,1.0,0.15357142857142855,0.9035714285714288,33.85714285714286,34.76071428571429
seasonal_naive,20759,5.0,1.0714285714285714,3,16.92857142857143,1.0,0.15357142857142855,0.9035714285714288,84.64285714285715,85.54642857142858
seasonal_naive,20991,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,20991,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,20991,5.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,20993,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,20993,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,20993,5.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,21212,1.0,423.03571428571433,350,3.9642857142856656,0.0,0.9948979591836735,125.06607142857148,3.9642857142856656,129.03035714285716
seasonal_naive,21212,2.0,423.03571428571433,350,3.9642857142856656,0.0,0.9948979591836735,125.06607142857148,7.928571428571331,132.99464285714282
seasonal_naive,21212,5.0,423.03571428571433,350,3.9642857142856656,0.0,0.9948979591836735,125.06607142857148,19.821428571428328,144.88749999999982
seasonal_naive,21232,1.0,134.64285714285714,91,648.3571428571429,0.0,0.25817260542661,12.996428571428572,648.3571428571429,661.3535714285715
seasonal_naive,21232,2.0,134.64285714285714,91,648.3571428571429,0.0,0.25817260542661,12.996428571428572,1296.7142857142858,1309.7107142857144
seasonal_naive,21232,5.0,134.64285714285714,91,648.3571428571429,0.0,0.25817260542661,12.996428571428572,3241.7857142857147,3254.7821428571433
seasonal_naive,21977,1.0,114.10714285714286,293,290.8928571428571,0.0,0.5832480556692592,28.932142857142868,290.8928571428571,319.825
seasonal_naive,21977,2.0,114.10714285714286,293,290.8928571428571,0.0,0.5832480556692592,28.932142857142868,581.7857142857142,610.717857142857
seasonal_naive,21977,5.0,114.10714285714286,293,290.8928571428571,0.0,0.5832480556692592,28.932142857142868,1454.4642857142856,1483.3964285714285
seasonal_naive,21980,1.0,75.71428571428571,78,0.0,43.71428571428572,1.0,38.00714285714286,0.0,38.00714285714286
seasonal_naive,21980,2.0,75.71428571428571,78,0.0,43.71428571428572,1.0,38.00714285714286,0.0,38.00714285714286
seasonal_naive,21980,5.0,75.71428571428571,78,0.0,43.71428571428572,1.0,38.00714285714286,0.0,38.00714285714286
seasonal_naive,21984,1.0,26.964285714285715,60,0.0,50.96428571428572,1.0,29.432142857142864,0.0,29.432142857142864
seasonal_naive,21984,2.0,26.964285714285715,60,0.0,50.96428571428572,1.0,29.432142857142864,0.0,29.432142857142864
seasonal_naive,21984,5.0,26.964285714285715,60,0.0,50.96428571428572,1.0,29.432142857142864,0.0,29.432142857142864
seasonal_naive,21985,1.0,54.107142857142854,0,158.89285714285714,0.0,0.25402414486921526,7.271428571428571,158.89285714285714,166.1642857142857
seasonal_naive,21985,2.0,54.107142857142854,0,158.89285714285714,0.0,0.25402414486921526,7.271428571428571,317.7857142857143,325.0571428571428
seasonal_naive,21985,5.0,54.107142857142854,0,158.89285714285714,0.0,0.25402414486921526,7.271428571428571,794.4642857142857,801.7357142857143
seasonal_naive,37410,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,37410,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,37410,5.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,47503E,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,47503E,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,47503E,5.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,84077,1.0,1507.8571428571427,0,154.14285714285734,0.0,0.9072545985903385,332.9857142857142,154.14285714285734,487.12857142857155
seasonal_naive,84077,2.0,1507.8571428571427,0,154.14285714285734,0.0,0.9072545985903385,332.9857142857142,308.2857142857147,641.2714285714289
seasonal_naive,84077,5.0,1507.8571428571427,0,154.14285714285734,0.0,0.9072545985903385,332.9857142857142,770.7142857142867,1103.700000000001
seasonal_naive,84879,1.0,772.6785714285713,1613,0.0,813.6785714285713,1.0,555.6392857142857,0.0,555.6392857142857
seasonal_naive,84879,2.0,772.6785714285713,1613,0.0,813.6785714285713,1.0,555.6392857142857,0.0,555.6392857142857
seasonal_naive,84879,5.0,772.6785714285713,1613,0.0,813.6785714285713,1.0,555.6392857142857,0.0,555.6392857142857
seasonal_naive,84991,1.0,284.4642857142857,88,393.5357142857143,0.0,0.48624580380455057,41.542857142857144,393.5357142857143,435.0785714285714
seasonal_naive,84991,2.0,284.4642857142857,88,393.5357142857143,0.0,0.48624580380455057,41.542857142857144,787.0714285714286,828.6142857142856
seasonal_naive,84991,5.0,284.4642857142857,88,393.5357142857143,0.0,0.48624580380455057,41.542857142857144,1967.6785714285713,2009.2214285714285
seasonal_naive,84992,1.0,123.39285714285714,86,302.6071428571429,0.0,0.40897042410714285,11.95892857142857,302.6071428571429,314.56607142857143
seasonal_naive,84992,2.0,123.39285714285714,86,302.6071428571429,0.0,0.40897042410714285,11.95892857142857,605.2142857142858,617.1732142857144
seasonal_naive,84992,5.0,123.39285714285714,86,302.6071428571429,0.0,0.40897042410714285,11.95892857142857,1513.0357142857144,1524.994642857143
seasonal_naive,85099B,1.0,871.0714285714287,2175,0.0,1249.0714285714284,1.0,630.6857142857142,0.0,630.6857142857142
seasonal_naive,85099B,2.0,871.0714285714287,2175,0.0,1249.0714285714284,1.0,630.6857142857142,0.0,630.6857142857142
seasonal_naive,85099B,5.0,871.0714285714287,2175,0.0,1249.0714285714284,1.0,630.6857142857142,0.0,630.6857142857142
seasonal_naive,85123A,1.0,525.7142857142857,407,490.28571428571433,0.0,0.6554562794900111,54.89285714285714,490.28571428571433,545.1785714285714
seasonal_naive,85123A,2.0,525.7142857142857,407,490.28571428571433,0.0,0.6554562794900111,54.89285714285714,980.5714285714287,1035.4642857142858
seasonal_naive,85123A,5.0,525.7142857142857,407,490.28571428571433,0.0,0.6554562794900111,54.89285714285714,2451.4285714285716,2506.321428571429
seasonal_naive,85220,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,85220,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
seasonal_naive,85220,5.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0
