model,sku,shortage_penalty,initial_stock,order,lost_units,ending_stock,fill_rate,holding_cost,shortage_cost,total_cost
ml,SKU-014,1.0,248.03571428571428,320,0.0,10.035714285714278,1.0,81.01785714285715,0.0,81.01785714285715
ml,SKU-014,2.0,248.03571428571428,320,0.0,10.035714285714278,1.0,81.01785714285715,0.0,81.01785714285715
ml,SKU-014,5.0,248.03571428571428,320,0.0,10.035714285714278,1.0,81.01785714285715,0.0,81.01785714285715
ml,SKU-015,1.0,124.64285714285714,165,0.0,28.64285714285714,1.0,45.07142857142858,0.0,45.07142857142858
ml,SKU-015,2.0,124.64285714285714,165,0.0,28.64285714285714,1.0,45.07142857142858,0.0,45.07142857142858
ml,SKU-015,5.0,124.64285714285714,165,0.0,28.64285714285714,1.0,45.07142857142858,0.0,45.07142857142858
ml,SKU-016,1.0,334.10714285714283,442,8.89285714285711,0.0,0.9886715195632394,113.0482142857143,8.89285714285711,121.9410714285714
ml,SKU-016,2.0,334.10714285714283,442,8.89285714285711,0.0,0.9886715195632394,113.0482142857143,17.78571428571422,130.83392857142852
ml,SKU-016,5.0,334.10714285714283,442,8.89285714285711,0.0,0.9886715195632394,113.0482142857143,44.46428571428555,157.51249999999985
ml,SKU-017,1.0,192.32142857142858,224,0.0,10.321428571428555,1.0,62.110714285714295,0.0,62.110714285714295
ml,SKU-017,2.0,192.32142857142858,224,0.0,10.321428571428555,1.0,62.110714285714295,0.0,62.110714285714295
ml,SKU-017,5.0,192.32142857142858,224,0.0,10.321428571428555,1.0,62.110714285714295,0.0,62.110714285714295
ml,SKU-018,1.0,396.07142857142856,439,0.0,14.071428571428555,1.0,129.53571428571428,0.0,129.53571428571428
ml,SKU-018,2.0,396.07142857142856,439,0.0,14.071428571428555,1.0,129.53571428571428,0.0,129.53571428571428
ml,SKU-018,5.0,396.07142857142856,439,0.0,14.071428571428555,1.0,129.53571428571428,0.0,129.53571428571428
ml,SKU-019,1.0,405.71428571428567,432,0.0,81.71428571428567,1.0,144.15714285714282,0.0,144.15714285714282
ml,SKU-019,2.0,405.71428571428567,432,0.0,81.71428571428567,1.0,144.15714285714282,0.0,144.15714285714282
ml,SKU-019,5.0,405.71428571428567,432,0.0,81.71428571428567,1.0,144.15714285714282,0.0,144.15714285714282
ml,SKU-020,1.0,387.5,422,0.0,118.5,1.0,149.55,0.0,149.55
ml,SKU-020,2.0,387.5,422,0.0,118.5,1.0,149.55,0.0,149.55
ml,SKU-020,5.0,387.5,422,0.0,118.5,1.0,149.55,0.0,149.55
seasonal_naive,SKU-001,1.0,405.35714285714283,483,0.0,198.3571428571429,1.0,184.82857142857142,0.0,184.82857142857142
seasonal_naive,SKU-001,2.0,405.35714285714283,483,0.0,198.3571428571429,1.0,184.82857142857142,0.0,184.82857142857142
seasonal_naive,SKU-001,5.0,405.35714285714283,483,0.0,198.3571428571429,1.0,184.82857142857142,0.0,184.82857142857142
seasonal_naive,SKU-002,1.0,152.5,214,0.0,94.5,1.0,74.85000000000001,0.0,74.85000000000001
seasonal_naive,SKU-002,2.0,152.5,214,0.0,94.5,1.0,74.85000000000001,0.0,74.85000000000001
seasonal_naive,SKU-002,5.0,152.5,214,0.0,94.5,1.0,74.85000000000001,0.0,74.85000000000001
seasonal_naive,SKU-003,1.0,125.35714285714286,144,0.0,60.35714285714286,1.0,55.27857142857144,0.0,55.27857142857144
seasonal_naive,SKU-003,2.0,125.35714285714286,144,0.0,60.35714285714286,1.0,55.27857142857144,0.0,55.27857142857144
seasonal_naive,SKU-003,5.0,125.35714285714286,144,0.0,60.35714285714286,1.0,55.27857142857144,0.0,55.27857142857144
seasonal_naive,SKU-004,1.0,172.14285714285717,200,0.0,80.14285714285717,1.0,75.27142857142857,0.0,75.27142857142857
seasonal_naive,SKU-004,2.0,172.14285714285717,200,0.0,80.14285714285717,1.0,75.27142857142857,0.0,75.27142857142857
seasonal_naive,SKU-004,5.0,172.14285714285717,200,0.0,80.14285714285717,1.0,75.27142857142857,0.0,75.27142857142857
seasonal_naive,SKU-005,1.0,356.96428571428567,418,0.0,195.96428571428567,1.0,168.88214285714287,0.0,168.88214285714287
seasonal_naive,SKU-005,2.0,356.96428571428567,418,0.0,195.96428571428567,1.0,168.88214285714287,0.0,168.88214285714287
seasonal_naive,SKU-005,5.0,356.96428571428567,418,0.0,195.96428571428567,1.0,168.88214285714287,0.0,168.88214285714287
seasonal_naive,SKU-006,1.0,313.92857142857144,327,0.0,164.92857142857144,1.0,138.16428571428574,0.0,138.16428571428574
seasonal_naive,SKU-006,2.0,313.92857142857144,327,0.0,164.92857142857144,1.0,138.16428571428574,0.0,138.16428571428574
seasonal_naive,SKU-006,5.0,313.92857142857144,327,0.0,164.92857142857144,1.0,138.16428571428574,0.0,138.16428571428574
seasonal_naive,SKU-007,1.0,297.32142857142856,284,0.0,74.32142857142856,1.0,112.96071428571427,0.0,112.96071428571427
seasonal_naive,SKU-007,2.0,297.32142857142856,284,0.0,74.32142857142856,1.0,112.96071428571427,0.0,112.96071428571427
seasonal_naive,SKU-007,5.0,297.32142857142856,284,0.0,74.32142857142856,1.0,112.96071428571427,0.0,112.96071428571427
seasonal_naive,SKU-008,1.0,327.14285714285717,374,0.0,90.14285714285711,1.0,134.1214285714286,0.0,134.1214285714286
seasonal_naive,SKU-008,2.0,327.14285714285717,374,0.0,90.14285714285711,1.0,134.1214285714286,0.0,134.1214285714286
seasonal_naive,SKU-008,5.0,327.14285714285717,374,0.0,90.14285714285711,1.0,134.1214285714286,0.0,134.1214285714286
seasonal_naive,SKU-009,1.0,295.7142857142857,352,0.0,132.71428571428572,1.0,134.25714285714287,0.0,134.25714285714287
seasonal_naive,SKU-009,2.0,295.7142857142857,352,0.0,132.71428571428572,1.0,134.25714285714287,0.0,134.25714285714287
seasonal_naive,SKU-009,5.0,295.7142857142857,352,0.0,132.71428571428572,1.0,134.25714285714287,0.0,134.25714285714287
seasonal_naive,SKU-010,1.0,193.75,268,0.0,99.75,1.0,93.42500000000001,0.0,93.42500000000001
seasonal_naive,SKU-010,2.0,193.75,268,0.0,99.75,1.0,93.42500000000001,0.0,93.42500000000001
seasonal_naive,SKU-010,5.0,193.75,268,0.0,99.75,1.0,93.42500000000001,0.0,93.42500000000001
seasonal_naive,SKU-011,1.0,66.96428571428571,73,1.0357142857142918,0.0,0.9926545086119555,23.63392857142857,1.0357142857142918,24.66964285714286
seasonal_naive,SKU-011,2.0,66.96428571428571,73,1.0357142857142918,0.0,0.9926545086119555,23.63392857142857,2.0714285714285836,25.705357142857153
seasonal_naive,SKU-011,5.0,66.96428571428571,73,1.0357142857142918,0.0,0.9926545086119555,23.63392857142857,5.178571428571459,28.81250000000003
seasonal_naive,SKU-012,1.0,297.67857142857144,389,0.0,101.67857142857144,1.0,131.7892857142857,0.0,131.7892857142857
seasonal_naive,SKU-012,2.0,297.67857142857144,389,0.0,101.67857142857144,1.0,131.7892857142857,0.0,131.7892857142857
seasonal_naive,SKU-012,5.0,297.67857142857144,389,0.0,101.67857142857144,1.0,131.7892857142857,0.0,131.7892857142857
seasonal_naive,SKU-013,1.0,246.07142857142858,354,0.0,36.071428571428555,1.0,93.1357142857143,0.0,93.1357142857143
seasonal_naive,SKU-013,2.0,246.07142857142858,354,0.0,36.071428571428555,1.0,93.1357142857143,0.0,93.1357142857143
seasonal_naive,SKU-013,5.0,246.07142857142858,354,0.0,36.071428571428555,1.0,93.1357142857143,0.0,93.1357142857143
seasonal_naive,SKU-014,1.0,248.03571428571428,376,0.0,66.03571428571428,1.0,100.61785714285715,0.0,100.61785714285715
seasonal_naive,SKU-014,2.0,248.03571428571428,376,0.0,66.03571428571428,1.0,100.61785714285715,0.0,100.61785714285715
seasonal_naive,SKU-014,5.0,248.03571428571428,376,0.0,66.03571428571428,1.0,100.61785714285715,0.0,100.61785714285715
seasonal_naive,SKU-015,1.0,124.64285714285714,191,0.0,54.64285714285714,1.0,54.171428571428564,0.0,54.171428571428564
seasonal_naive,SKU-015,2.0,124.64285714285714,191,0.0,54.64285714285714,1.0,54.171428571428564,0.0,54.171428571428564
seasonal_naive,SKU-015,5.0,124.64285714285714,191,0.0,54.64285714285714,1.0,54.171428571428564,0.0,54.171428571428564
seasonal_naive,SKU-016,1.0,334.10714285714283,511,0.0,60.10714285714289,1.0,136.75357142857143,0.0,136.75357142857143
seasonal_naive,SKU-016,2.0,334.10714285714283,511,0.0,60.10714285714289,1.0,136.75357142857143,0.0,136.75357142857143
seasonal_naive,SKU-016,5.0,334.10714285714283,511,0.0,60.10714285714289,1.0,136.75357142857143,0.0,136.75357142857143
seasonal_naive,SKU-017,1.0,192.32142857142858,263,0.0,49.321428571428555,1.0,75.76071428571427,0.0,75.76071428571427
seasonal_naive,SKU-017,2.0,192.32142857142858,263,0.0,49.321428571428555,1.0,75.76071428571427,0.0,75.76071428571427
seasonal_naive,SKU-017,5.0,192.32142857142858,263,0.0,49.321428571428555,1.0,75.76071428571427,0.0,75.76071428571427
seasonal_naive,SKU-018,1.0,396.07142857142856,542,0.0,117.07142857142856,1.0,165.58571428571426,0.0,165.58571428571426
seasonal_naive,SKU-018,2.0,396.07142857142856,542,0.0,117.07142857142856,1.0,165.58571428571426,0.0,165.58571428571426
seasonal_naive,SKU-018,5.0,396.07142857142856,542,0.0,117.07142857142856,1.0,165.58571428571426,0.0,165.58571428571426
seasonal_naive,SKU-019,1.0,405.71428571428567,545,0.0,194.71428571428567,1.0,183.70714285714286,0.0,183.70714285714286
seasonal_naive,SKU-019,2.0,405.71428571428567,545,0.0,194.71428571428567,1.0,183.70714285714286,0.0,183.70714285714286
seasonal_naive,SKU-019,5.0,405.71428571428567,545,0.0,194.71428571428567,1.0,183.70714285714286,0.0,183.70714285714286
seasonal_naive,SKU-020,1.0,387.5,454,0.0,150.5,1.0,160.75,0.0,160.75
seasonal_naive,SKU-020,2.0,387.5,454,0.0,150.5,1.0,160.75,0.0,160.75
seasonal_naive,SKU-020,5.0,387.5,454,0.0,150.5,1.0,160.75,0.0,160.75
